乙型肝炎核心抗原测定(HBcAg)定量加收,乙型肝炎核心抗原测定
乙型肝炎表面抗体测定(Anti-HBs)定量加收,乙型肝炎表面抗体测定
乙型肝炎表面抗体测定(Anti-HBs)（化学发光法加收10元）,乙型肝炎表面抗体测定
乙型肝炎表面抗体测定(Anti-HBs)（化学发光法）,乙型肝炎表面抗体测定
乙型肝炎表面抗体测定(Anti-HBs)（定量加收20元）,乙型肝炎表面抗体测定
乙型肝炎表面抗体测定(Anti-HBs)（酶免法）,乙型肝炎表面抗体测定
乙型肝炎表面抗原测定(HBsAg)定量加收,乙型肝炎表面抗原测定
乙型肝炎表面抗原测定(HBsAg)（化学发光法加收10元）,乙型肝炎表面抗原测定
乙型肝炎表面抗原测定(HBsAg)（化学发光法）,乙型肝炎表面抗原测定
乙型肝炎表面抗原测定(HBsAg)（定量加收20元）,乙型肝炎表面抗原测定
乙型肝炎表面抗原测定(HBsAg)（酶免法）,乙型肝炎表面抗原测定
乙胺丁醇,乙胺丁醇
乙酰谷酰胺,乙酰谷酰胺
乳酸脱氢酶测定,乳酸脱氢酶测定
乳酸脱氢酶测定血清,血清乳酸脱氢酶测定
二甲双胍,二甲双胍
亚胺培南西司他丁钠,亚胺培南西司他丁钠
人免疫缺陷病毒抗体测定(Anti-HIV)(免疫学法),人免疫缺陷病毒抗体测定
人免疫缺陷病毒抗体测定(Anti-HIV)（各种免疫学法加收40元）,人免疫缺陷病毒抗体测定
会阴冲洗,会阴冲洗
住院诊查费,住院诊查
体内置放材料（国产）,-
体内置放材料（进口仅限离休）,-
依替米星,依替米星
依达拉奉,依达拉奉
依那普利,依那普利
促甲状腺素受体抗体测定(化学发光法加收30元),促甲状腺素受体抗体测定
促甲状腺素受体抗体测定（化学发光法）,促甲状腺素受体抗体测定
促红细胞生成素测定,促红细胞生成素测定
保留灌肠,灌肠
偏瘫肢体综合训练,偏瘫肢体综合训练
免疫球蛋白定量测定（浊度法、IgA）,免疫球蛋白定量测定
免疫球蛋白定量测定（浊度法、IgG）,免疫球蛋白定量测定
免疫球蛋白定量测定（浊度法、IgM）,免疫球蛋白定量测定
全血粘度测定,全血粘度测定
全血粘度测定(低切),全血粘度测定
全血粘度测定(高切),全血粘度测定
全血粘度测定（低切）,全血粘度测定
全血粘度测定（高切）,全血粘度测定
兰索拉唑,兰索拉唑
养血清脑颗粒,养血清脑颗粒
冠心宁注射液,冠心宁注射液
冰袋物理降温,冰袋物理降温
冷热湿敷,冷热湿敷
凝血酶时间测定(TT)(仪器法),凝血酶时间测定
凝血酶时间测定(TT)(仪器法加收10元),凝血酶时间测定
出诊(中级及以下职称市外出诊),-
创口贴,-
利多卡因,利多卡因
利福平,利福平
动态心电图(12通道动态心电图加收50元),心电图
动态血压监测,动态血压监测
动脉采血,动脉采血
动静脉置管护理,动静脉置管护理
医用电动防褥疮垫加收,-
十二通道心电图检查,心电图
单唾液酸四己糖神经节苷酯,单唾液酸四己糖神经节苷酯
单硝酸异山梨酯,单硝酸异山梨酯
单翼留置针,-
单脏器B超检查,单脏器B超检查
单项补体测定（C1q）,单项补体测定
单项补体测定（C2－C9、血）,单项补体测定
卡托普利,卡托普利
厄贝沙坦,厄贝沙坦
去乙酰毛花苷,去乙酰毛花苷
去白细胞浓缩红细胞,去白细胞浓缩红细胞
参松养心胶囊,参松养心胶囊
参麦注射液,参麦注射液
双氯芬酸,双氯芬酸
双氯芬酸[钠盐],双氯芬酸
口腔护理,口腔护理
右佐匹克隆,右佐匹克隆
叶酸,叶酸
叶酸测定(化学发光法加收50元),叶酸测定
吞咽功能障碍训练,吞咽功能障碍训练
吡嗪酰胺,吡嗪酰胺
吡拉西坦,吡拉西坦
吲达帕胺,吲达帕胺
吸痰护理,吸痰护理
呋塞米,呋塞米
呼吸机辅助呼吸,呼吸机辅助呼吸
哌拉西林三唑巴坦,哌拉西林三唑巴坦
喜炎平注射液,喜炎平注射液
四肢血管彩色多普勒超声,四肢血管彩色多普勒超声
四肢血管彩色多普勒超声(每增加两根血管按60元收取),四肢血管彩色多普勒超声
地塞米松,地塞米松
地西泮,地西泮
地高辛,地高辛
备皮,备皮
复合维生素B,复合维生素B
复方利血平氨苯蝶啶,复方利血平氨苯蝶啶
复方川芎胶囊,复方川芎胶囊
复方氨基比林（安痛定）,复方氨基比林（安痛定）
复方氨基酸[18AA-V],复方氨基酸
复方氨基酸[18AA-Ⅱ],复方氨基酸
复方氨基酸[18AA],复方氨基酸
复方氨基酸（20AA）,复方氨基酸
复方氯化钠,复方氯化钠
复方溴咖片（健脑片）,复方溴咖片（健脑片）
复方雷尼替丁胶囊,复方雷尼替丁胶囊
复方麝香注射液,复方麝香注射液
多巴胺,多巴胺
多潘立酮,多潘立酮
多烯磷脂酰胆碱,多烯磷脂酰胆碱
多索茶碱,多索茶碱
大抢救,大抢救
大换药,大换药
头孢他啶,头孢他啶
头孢克肟,头孢克肟
头孢呋辛,头孢呋辛
头孢哌酮舒巴坦,头孢哌酮舒巴坦
头孢唑啉,头孢唑啉
头孢唑林,头孢唑啉
头孢噻肟,头孢噻肟
头孢孟多酯,头孢孟多酯
头孢硫脒,头孢硫脒
头痛宁胶囊,头痛宁胶囊
头皮针,-
奈替米星,奈替米星
奥拉西坦,奥拉西坦
奥美拉唑,奥美拉唑
妇科彩色多普勒超声检查,妇科彩色多普勒超声检查
妥布霉素,妥布霉素
室壁运动分析,室壁运动分析
导尿,导尿
导尿(留置导尿),导尿
导尿(留置导尿第一次按10元收取),导尿
导管,-
小抢救,小抢救
小换药,小换药
小换药(拆线),小换药
小清创缝合(5针以内，创面深度在2cm以上加收10元),清创缝合
小牛血清去蛋白,小牛血清去蛋白
尼可刹米,尼可刹米
尼群地平,尼群地平
尼莫地平,尼莫地平
尿α1微量球蛋白测定,尿α1微量球蛋白测定
尿培养加菌落计数,尿培养加菌落计数
尿常规检查,尿常规检查
尿微量白蛋白测定(免疫浊度法),尿微量白蛋白测定
尿微量白蛋白测定(免疫浊度法加收15 元),尿微量白蛋白测定
尿沉渣定量(有形成分分析仪法加收12元),尿沉渣定量
尿沉渣定量（有形成分分析仪法）,尿沉渣定量
尿沉渣镜检,尿沉渣镜检
尿液分析(11项),尿液分析
尿液分析（11项）,尿液分析
尿激酶,尿激酶
尿素测定,尿素测定
尿素测定(酶促动力学法（血清）加收5元),尿素测定
尿素测定（干化学法、尿）,尿素测定
尿素测定（酶促动力学法、血清）,尿素测定
尿素测定（酶促动力学法）,尿素测定
尿红细胞位相,尿红细胞位相
尿道口护理,尿道口护理
尿道狭窄扩张术,尿道狭窄扩张术
局部浸润麻醉,局部浸润麻醉
山莨菪碱,山莨菪碱
左心功能彩色多普勒超声检查,左心功能彩色多普勒超声检查
左心功能测定(彩色多普勒超声检查加收60元),左心功能彩色多普勒超声检查
左旋氨氯地平,左旋氨氯地平
左氧氟沙星,左氧氟沙星
左氧氟沙星（盐酸盐）,左氧氟沙星
布地奈德,布地奈德
常规心电图检查,心电图
常规心电图检查(十二通道加收5元),心电图
常规心电图检查(床旁加收5元),心电图
常规心电图检查(附加导联加收1元),心电图
常规心电图检查床旁加收,心电图
常规心电图检查附加导联加收,心电图
常规经食管超声心动图,心动图
常规药敏定量试验(MIC)（仪器法加收25元）,常规药敏定量试验
常规药敏定量试验(MIC)（手工法）,常规药敏定量试验
庆大霉素,庆大霉素
床上洗发,洗发
床旁B超检查,B超检查
床旁X线摄影加收,X线摄影
床旁超声心动图,心动图
康复评定,康复评定
开塞露,开塞露
异烟肼,异烟肼
引流管冲洗,引流管冲洗
引流管冲洗(更换引流装置（含引流袋）按10元收取),引流管冲洗
彩色多普勒超声常规检查(多部位同时做时，每增加一个部位按90元收取),彩色多普勒超声常规检查
彩色多普勒超声常规检查(肠胃道彩色多普勒超声检查),肠胃道彩色多普勒超声检查
彩色多普勒超声常规检查(胸部、泌尿系、妇科及产科彩色多普勒超声检查),胸部、泌尿系、妇科及产科彩色多普勒超声检查
彩色多普勒超声常规检查(腹部彩色多普勒超声检查),腹部彩色多普勒超声检查
彩色多普勒超声检查多部位同时做时，增加一个部,彩色多普勒超声检查
心率变异性分析,心率变异性分析
心电、压力连续示波,心电、压力连续示波
心电事件记录,心电事件记录
心电监测,心电监测
心肺复苏术,心肺复苏术
心脏彩色多普勒超声,心脏彩色多普勒超声
快速全自动化一般细菌培养及鉴定,一般细菌培养及鉴定
快速全自动化血培养及鉴定,血培养及鉴定
快速血浆反应素试验(RPR),快速血浆反应素试验
急诊手术、传染病患者手术中特殊消毒费加收,急诊手术、传染病患者手术中特殊消毒费
急诊监护费,急诊监护
急诊诊查费,急诊诊查
手术中使用超声刀加收,手术中使用超声刀
抗甲状腺球蛋白抗体测定(TGAb)（免疫印迹法加收10元）,抗甲状腺球蛋白抗体测定
抗甲状腺球蛋白抗体测定(TGAb)（免疫印迹法）,抗甲状腺球蛋白抗体测定
抗链球菌溶血素O测定(ASO)（定性）,抗链球菌溶血素O测定
抗链球菌溶血素O测定(ASO)（定量加收25元）,抗链球菌溶血素O测定
抗链球菌溶血素O测定(ASO)（定量）,抗链球菌溶血素O测定
护肝宁片,护肝宁片
拆线,拆线
持续吸氧,持续吸氧
挂号费,-
指脉氧监测,指脉氧监测
擦浴,擦浴
救护车费(含4公里，超过4公里每公里加收2元),救护车
救护车费(每公里加收),救护车
救护车费(监护型救护车在普通救护车收费基础上每公里加收1元),救护车
数字化摄影(DR),数字化摄影(DR)
新生儿监护（心电、呼吸、血压）,新生儿监护（心电、呼吸、血压）
无机磷测定,无机磷测定
日常生活能力评定,日常生活能力评定
日常生活能力评定量表,-
普伐他汀,普伐他汀
普通3人间,-
普通单人间,-
普通双人间,-
普通双人间（限离休）,-
普通电针,电针
普通病房床位费(使用医用电动防褥疮垫加收5元/日),-
普通病房床位费(多人间),-
普通病房床位费(普通3人间),-
普通病房床位费(普通双人间),-
普通病房床位费(普通多人间),-
普通病房床位费(陪床费加收2元/床日),-
普通病房床位费(高干病房单人间),-
普通针刺,针刺
曲美布汀,曲美布汀
曲马多,曲马多
更换引流装置,更换引流装置
替米沙坦,替米沙坦
术后伤口持续低负压引流,术后伤口持续低负压引流
机器法连续性血液净化,机器法连续性血液净化
机械辅助排痰,机械辅助排痰
果糖,果糖
柴胡注射液,柴胡注射液
格列吡嗪,格列吡嗪
格列齐特,格列齐特
桂哌齐特,桂哌齐特
梅毒螺旋体特异抗体测定（酶联法加收50元）,梅毒螺旋体特异抗体测定
梅毒螺旋体特异抗体测定（酶联法）,梅毒螺旋体特异抗体测定
母婴同室（多人间）,-
气管插管术,气管插管术
氟伐他汀,氟伐他汀
氟哌噻吨美利曲辛,氟哌噻吨美利曲辛
氟康唑,氟康唑
氟康唑（氯化钠注射液）,氟康唑
氟桂利嗪,氟桂利嗪
氢氯噻嗪,氢氯噻嗪
氧化雾化,氧化雾化
氧气吸入(中心给氧),氧气吸入
氧气吸入(持续吸氧按每天60元计算),氧气吸入
氧气吸入(氧气袋吸氧),氧气吸入
氧气袋吸氧,氧气吸入
氨基己酸,氨基己酸
氨溴索,氨溴索
氨甲环酸,氨甲环酸
氨甲苯酸,氨甲苯酸
氨茶碱,氨茶碱
氯化钙,氯化钙
氯化钠,氯化钠
氯化钾,氯化钾
氯已定,氯已定
氯测定(干化学法加收5元),氯测定
氯测定(选择电极法加收2元),氯测定
氯测定（干化学法）,氯测定
氯测定（选择电极法）,氯测定
氯测定（酶法）,氯测定
氯芬待因,氯芬待因
氯苯那敏(扑尔敏),氯苯那敏(扑尔敏)
水溶性维生素,水溶性维生素
泌尿系彩色多普勒超声检查,泌尿系彩色多普勒超声检查
法莫替丁,法莫替丁
注射泵推注加收,注射泵推注
注射用灯盏花素,灯盏花素
泮托拉唑,泮托拉唑
泵管(一次性胰岛素泵管)进口,-
洛伐他汀,洛伐他汀
洛贝林,洛贝林
活化部分凝血活酶时间测定(APTT)(仪器法),活化部分凝血活酶时间测定
活化部分凝血活酶时间测定(APTT)(仪器法加收10元),活化部分凝血活酶时间测定
活血通脉片,活血通脉片
浅表器官彩色多普勒超声检查（甲状腺及颈部淋巴,甲状腺及颈部淋巴彩色多普勒超声检查
浓缩血小板,浓缩血小板
淀粉酶测定,淀粉酶测定
淀粉酶测定(化学法（腹水）),淀粉酶测定
淀粉酶测定(干化学法（血清）加收5元),淀粉酶测定
淀粉酶测定（酶法）,淀粉酶测定
清洁灌肠,清洁灌肠
湿润烧伤膏,湿润烧伤膏
滤器,-
灌肠(保留灌肠),灌肠
灯盏花素注射液,灯盏花素
特布他林,特布他林
特拉唑嗪,特拉唑嗪
特殊介质交叉配血（微柱凝胶法加收10元）,特殊介质交叉配血
特殊介质交叉配血（微柱凝胶法）,特殊介质交叉配血
特殊物理降温,特殊物理降温
特殊采血管,-
特殊采血管进口,-
特级护理,特级护理
环磷腺苷葡胺,环磷腺苷葡胺
瑞格列奈,瑞格列奈
甘油果糖,甘油果糖
甘露醇,甘露醇
生脉注射剂,生脉注射剂
甲型肝炎抗体测定(Anti-HAV)（IgM）,甲型肝炎抗体测定
甲型肝炎抗体测定(IgM),甲型肝炎抗体测定
甲基强的松龙,甲基强的松龙
甲氧氯普胺,甲氧氯普胺
甲胎蛋白测定(AFP、化学发光法),甲胎蛋白测定
甲钴胺,甲钴胺
电子生物反馈疗法(皮电),电子生物反馈疗法
电子生物反馈疗法(肌电),电子生物反馈疗法
电极,-
电极国产,-
电极进口,-
电脑血糖监测,血糖监测
留置导尿,导尿
留置导尿（第一次）,导尿
疏血通,疏血通
病房取暖费,-
病房取暖费(使用火炉取暖按2.5元/日收取),-
痰热清注射液,痰热清注射液
癌胚抗原测定(CEA)（化学发光法）,癌胚抗原测定
白眉蛇毒血凝酶,白眉蛇毒血凝酶
皮肤护理,皮肤护理
益气复脉注射剂,益气复脉注射剂
监护型救护车费(每公里加收),救护车
监护病房床位费(单人间),-
监护病房床位费(多人间),-
真空采血管,-
真菌药敏试验（仪器法加收30元）,真菌药敏试验
真菌药敏试验（仪器法）,真菌药敏试验
破伤风抗毒素,破伤风抗毒素
硝苯地平,硝苯地平
硝酸异山梨酯,硝酸异山梨酯
硝酸异山梨醇酯,硝酸异山梨醇酯
硝酸甘油,硝酸甘油
硫酸镁,硫酸镁
硬膜外包,硬膜外包
碘普罗胺,碘普罗胺
碘海醇,碘海醇
碳酸氢钠,碳酸氢钠
碳酸钙,碳酸钙
磁共振增强扫描,磁共振扫描(MRI)增强扫描
磁共振平扫,磁共振扫描(MRI)
磁共振扫描(MRI)(以场强0.5-1T为基价，1.5T-3T加收200元),磁共振扫描(MRI)
磁共振扫描(MRI)(超过一张胶片加收50元/张),磁共振扫描(MRI)
磁共振扫描(MRI)场强在1.5T-3T加收,磁共振扫描(MRI)
磁共振扫描(MRI)超过一张胶片加收,磁共振扫描(MRI)
磁共振血管成象(MRA),磁共振血管成象(MRA)
神经元特异性烯醇化酶测定(NSE)（化学发光法）,神经元特异性烯醇化酶测定
租赁临时床,-
类风湿因子(RF)测定（免疫学法加收25元）,类风湿因子(RF)测定
类风湿因子(RF)测定（免疫学法）,类风湿因子(RF)测定
类风湿因子(RF)测定（凝集法）,类风湿因子(RF)测定
粪便常规,粪便常规
粪便隐血试验(OB)（免疫法）,粪便隐血试验(OB)
粪便隐血试验(OB)（化学法）,粪便隐血试验(OB)
糖化血红蛋白测定(高效液相法加收20元),糖化血红蛋白测定
糖化血红蛋白测定（高效液相法）,糖化血红蛋白测定
糖类抗原测定（CA-50、化学发光法）,糖类抗原测定
糖类抗原测定（CA19－9、化学发光法）,糖类抗原测定
糖类抗原测定（化学发光法）,糖类抗原测定
红细胞比积测定(HCT),红细胞比积测定
红细胞沉降率测定(ESR)(仪器法),红细胞沉降率测定
红细胞沉降率测定(ESR)(仪器法加收5元),红细胞沉降率测定
红花注射液,红花注射液
红花黄色素,红花黄色素
纤维蛋白(原)降解产物测定(FDP),纤维蛋白(原)降解产物测定
纳洛酮,纳洛酮
组织多普勒显象(TDI),组织多普勒显象(TDI)
经皮选择性动脉置管术,动静脉置管术
结核菌涂片检查,结核菌涂片检查
维拉帕米,维拉帕米
维生素B1,维生素B1
维生素B12,维生素B12
维生素B6,维生素B6
维生素C,维生素C
缬沙坦,缬沙坦
置胃管,置胃管
美托洛尔,美托洛尔
美洛西林,美洛西林
美洛西林舒巴坦,美洛西林舒巴坦
美罗培南（美洛培南）,美罗培南（美洛培南）
耐甲氧西林葡萄球菌检测          (MRSA、MRS),耐甲氧西林葡萄球菌检测
耐甲氧西林葡萄球菌检测(MRSA、MRS),耐甲氧西林葡萄球菌检测
肌肉注射,肌肉注射
肌肉注射(皮下),肌肉注射
肌肉注射(皮内注射),肌肉注射
肌肉注射（皮下）,肌肉注射
肌肉注射（皮内）,肌肉注射
肌苷,肌苷
肌酐测定,肌酐测定
肌酐测定(酶法血清加收7 元),肌酐测定
肌酐测定（化学法、血清）,肌酐测定
肌酐测定（酶法、尿）,肌酐测定
肌酐测定（酶法、血清）,肌酐测定
肌酐测定（酶法）,肌酐测定
肝素,肝素
肾上腺素,肾上腺素
胃肠减压,胃肠减压
胃肠减压(术后伤口持续低负压引流),胃肠减压
胞磷胆碱（胞二磷胆碱）,胞磷胆碱（胞二磷胆碱）
胰岛素,胰岛素
胰激肽原酶,胰激肽原酶
胶片进口,-
胸部彩色多普勒超声检查,胸部彩色多普勒超声检查
胺碘酮,胺碘酮
脂溶性维生素[Ⅰ],脂溶性维生素
脂溶性维生素[Ⅱ],脂溶性维生素
脂肪乳[中链及长链复合剂],脂肪乳
脂肪乳（C14-24）,脂肪乳
脉加压注射(动脉采血),脉加压注射(动脉采血)
脑功能成象,脑功能成象
脑室钻孔伴脑室引流术,脑室钻孔伴脑室引流术
脑心通胶囊,脑心通胶囊
脑电发生源定位加收,脑电发生源定位
脑电图,脑电图
脑电地形图,脑电图
脑脊液动力学检查加收,脑脊液动力学检查
脑脊液常规检查(CSF),脑脊液常规检查
脑脊液白蛋白测定,脑脊液白蛋白测定
脑苷肌肽,脑苷肌肽
脑蛋白水解物,脑蛋白水解物
腰椎穿刺术,腰椎穿刺术
腰椎穿刺术(脑脊液动力学检查加收20元),腰椎穿刺术
腹部彩色多普勒超声检查,腹部彩色多普勒超声检查
腺苷脱氨酶测定,腺苷脱氨酶测定
腺苷脱氨酶测定(血清),腺苷脱氨酶测定
膀胱冲洗,膀胱冲洗
膀胱残余尿量测定,膀胱残余尿量测定
膀胱灌注,膀胱灌注
膀胱造瘘术,膀胱造瘘术
自费中成药,-
自费其他费用,-
自费卫生材料费,-
自费床位费,-
自费治疗费,-
自费西药,-
自费输血费,-
舒血宁注射液,舒血宁注射液
艾司唑仑,艾司唑仑
苦碟子注射液,苦碟子注射液
苯巴比妥,苯巴比妥
苯海拉明,苯海拉明
茶碱,茶碱
莫沙比利,莫沙比利
葡萄糖,葡萄糖
葡萄糖氯化钠,葡萄糖氯化钠
葡萄糖测定,葡萄糖测定
葡萄糖测定(脑脊液),葡萄糖测定
葡萄糖测定(血清),葡萄糖测定
葡萄糖耐量试验,葡萄糖耐量试验
葡萄糖酸钙,葡萄糖酸钙
蔗糖铁注射液(自费),蔗糖铁注射液
螺内酯,螺内酯
螺旋CT,X线计算机体层(CT)扫描（螺旋）
血压监测,血压监测
血同型半胱氨酸测定(色谱法),血同型半胱氨酸测定
血同型半胱氨酸测定（化学发光法）,血同型半胱氨酸测定
血型单特异性抗体鉴定（常规鉴定的8种谱红细胞）,血型单特异性抗体鉴定
血培养及鉴定+自动仪鉴定,血培养及鉴定
血塞通注射液,血塞通注射液
血容量监测,血容量监测
血小板交叉配合试验（微柱凝胶法加收20元）,血小板交叉配合试验
血栓通注射液,血栓通注射液
血气分析,血气分析
血氧饱和度监测,血氧饱和度监测
血浆D-二聚体测定         (D-Dimer)(荧光酶免法加收40元),血浆D-二聚体测定
血浆D-二聚体测定(D-Dimer)(荧光酶免法,血浆D-二聚体测定
血浆凝血酶原时间测定(PT)(仪器法),血浆凝血酶原时间测定
血浆凝血酶原时间测定(PT)(仪器法加收10元),血浆凝血酶原时间测定
血浆粘度测定,血浆粘度测定
血浆纤溶酶原活性测定(PLGA)(仪器法加收25元),血浆纤溶酶原活性测定
血浆纤维蛋白原测定(仪器法),血浆纤维蛋白原测定
血浆纤维蛋白原测定(仪器法加收10元),血浆纤维蛋白原测定
血液灌流,血液灌流
血液灌流器,-
血液透析,血液透析
血液透析滤过,血液透析
血清5′核苷酸酶测定,血清5′核苷酸酶测定
血清α-L-岩藻糖苷酶测定,血清α-L-岩藻糖苷酶测定
血清α羟基丁酸脱氢酶测定,血清α羟基丁酸脱氢酶测定
血清γ-谷氨酰基转移酶测定(速率法加收5元),血清γ-谷氨酰基转移酶测定
血清γ-谷氨酰基转移酶测定（速率法）,血清γ-谷氨酰基转移酶测定
血清δ-胆红素测定,血清δ-胆红素测定
血清丙氨酸氨基转移酶测定(速率法加收2元),血清丙氨酸氨基转移酶测定
血清丙氨酸氨基转移酶测定（速率法）,血清丙氨酸氨基转移酶测定
血清乳酸脱氢酶同工酶电泳分析（手工法）,血清乳酸脱氢酶同工酶电泳分析
血清乳酸脱氢酶测定,血清乳酸脱氢酶测定
血清低密度脂蛋白胆固醇测定,血清低密度脂蛋白胆固醇测定
血清促甲状腺激素测定(化学发光法加收25元),血清促甲状腺激素测定
血清促甲状腺激素测定（化学发光法）,血清促甲状腺激素测定
血清天门冬氨酸氨基转移酶测定(速率法加收2元),血清天门冬氨酸氨基转移酶测定
血清天门冬氨酸氨基转移酶测定（速率法）,血清天门冬氨酸氨基转移酶测定
血清尿酸测定,血清尿酸测定
血清总胆固醇测定,血清总胆固醇测定
血清总胆汁酸测定,血清总胆汁酸测定
血清总胆红素测定,血清总胆红素测定
血清总蛋白测定,血清总蛋白测定
血清果糖胺测定,血清果糖胺测定
血清游离三碘甲状原氨酸(FT3)测定(化学发光法加收15元),血清游离三碘甲状原氨酸(FT3)测定
血清游离三碘甲状原氨酸(FT3)测定（化学发光法）,血清游离三碘甲状原氨酸(FT3)测定
血清游离甲状腺素(FT4)测定(化学发光法加收15元),血清游离甲状腺素(FT4)测定
血清游离甲状腺素(FT4)测定（化学发光法）,血清游离甲状腺素(FT4)测定
血清甘油三酯测定,血清甘油三酯测定
血清甲状腺结合球蛋白测定（化学发光法）,血清甲状腺结合球蛋白测定
血清白蛋白测定,血清白蛋白测定
血清直接胆红素测定,血清直接胆红素测定
血清碱性磷酸酶测定(速率法加收5元),血清碱性磷酸酶测定
血清碱性磷酸酶测定（速率法）,血清碱性磷酸酶测定
血清碳酸氢盐(HCO3)测定(干化学法加收5元),血清碳酸氢盐(HCO3)测定
血清碳酸氢盐(HCO3)测定(手工法含血清总),血清碳酸氢盐(HCO3)测定
血清碳酸氢盐(HCO3)测定（干化学法）,血清碳酸氢盐(HCO3)测定
血清碳酸氢盐(HCO3)测定（手工法）,血清碳酸氢盐(HCO3)测定
血清维生素测定(化学发光法（维生素D以外的各类维生素）加收60元),血清维生素测定
血清肌红蛋白测定(化学发光法加收40元),血清肌红蛋白测定
血清肌酸激酶同工酶电泳分析（手工法）,血清肌酸激酶同工酶电泳分析
