尿沉渣镜检,尿液一般检查
尿液分析,尿液一般检查
尿激酶,尿激酶
尿素测定,肾功能
尿红细胞位相,尿液一般检查
尿道口护理,尿道口护理
尿道狭窄扩张术,尿道狭窄扩张术
局部浸润麻醉,局部浸润麻醉
山莨菪碱,山莨菪碱
左心功能彩色多普勒超声检查,左心功能彩色多普勒超声检查
左旋氨氯地平,左旋氨氯地平
左氧氟沙星,左氧氟沙星
布地奈德,布地奈德
常规药敏定量试验,常规药敏定量试验
庆大霉素,庆大霉素
康复评定,康复评定
开塞露,开塞露
异烟肼,异烟肼
引流管冲洗,引流管冲洗
彩色多普勒超声常规检查,彩色多普勒超声常规检查
彩色多普勒超声检查,彩色多普勒超声检查
心动图,心动图
心律失常捕捉监测,心律失常捕捉监测
心率变异性分析,心率变异性分析
心电、压力连续示波,心电、压力连续示波
心电事件记录,心电事件记录
心电图,心电图
心电监测,心电监测
心肺复苏术,心肺复苏术
心脏彩色多普勒超声,心脏彩色多普勒超声
快速血浆反应素试验,快速血浆反应素试验
急救,急救
急诊手术、传染病患者手术中特殊消毒费,急诊手术、传染病患者手术中特殊消毒费
急诊监护,急诊监护
急诊诊查,急诊诊查
手术中使用超声刀,手术中使用超声刀
抗甲状腺球蛋白抗体测定,甲状腺测定
抗链球菌溶血素O测定,自身免疫疾病检测
护肝宁片,护肝宁片
拆线,拆线
持续吸氧,持续吸氧
指脉氧监测,指脉氧监测
擦浴,擦浴
救护车,救护车
数字化摄影(DR),数字化摄影(DR)
新生儿监护（心电、呼吸、血压）,新生儿监护（心电、呼吸、血压）
无机磷测定,电解质检测
日常生活能力评定,日常生活能力评定
普伐他汀,普伐他汀
曲美布汀,曲美布汀
曲马多,曲马多
更换引流装置,更换引流装置
替米沙坦,替米沙坦
术后伤口持续低负压引流,术后伤口持续低负压引流
机器法连续性血液净化,机器法连续性血液净化
机械辅助排痰,机械辅助排痰
果糖,果糖
柴胡注射液,柴胡注射液
格列吡嗪,格列吡嗪
格列齐特,格列齐特
桂哌齐特,桂哌齐特
梅毒螺旋体特异抗体测定,感染性疾病筛查
气管插管术,气管插管术
氟伐他汀,氟伐他汀
氟哌噻吨美利曲辛,氟哌噻吨美利曲辛
氟康唑,氟康唑
氟桂利嗪,氟桂利嗪
氢氯噻嗪,氢氯噻嗪
氧化雾化,氧化雾化
氧气吸入,氧气吸入
氨基己酸,氨基己酸
氨溴索,氨溴索
氨甲环酸,氨甲环酸
氨甲苯酸,氨甲苯酸
氨茶碱,氨茶碱
氯化钙,氯化钙
氯化钠,氯化钠
氯化钾,氯化钾
氯已定,氯已定
氯测定,电解质检测
氯芬待因,氯芬待因
氯苯那敏(扑尔敏),氯苯那敏(扑尔敏)
水溶性维生素,水溶性维生素
泌尿系彩色多普勒超声检查,泌尿系彩色多普勒超声检查
法莫替丁,法莫替丁
注射泵推注,注射泵推注
泮托拉唑,泮托拉唑
洗发,洗发
洛伐他汀,洛伐他汀
洛贝林,洛贝林
活化部分凝血活酶时间测定,凝血功能
活血通脉片,活血通脉片
浓缩血小板,浓缩血小板
淀粉酶测定,肝功能
清创缝合,清创缝合
清洁灌肠,清洁灌肠
湿润烧伤膏,湿润烧伤膏
灌肠,灌肠
灯盏花素,灯盏花素
特布他林,特布他林
特拉唑嗪,特拉唑嗪
特殊介质交叉配血,特殊介质交叉配血
特殊物理降温,特殊物理降温
特级护理,特级护理
环磷腺苷葡胺,环磷腺苷葡胺
瑞格列奈,瑞格列奈
甘油果糖,甘油果糖
甘露醇,甘露醇
生脉注射剂,生脉注射剂
甲型肝炎抗体测定,感染性疾病筛查
甲基强的松龙,甲基强的松龙
甲氧氯普胺,甲氧氯普胺
甲状腺及颈部淋巴彩色多普勒超声检查,甲状腺及颈部淋巴彩色多普勒超声检查
甲胎蛋白测定,甲胎蛋白测定
甲钴胺,甲钴胺
电子生物反馈疗法,电子生物反馈疗法
电针,电针
疏血通,疏血通
痰热清注射液,痰热清注射液
癌胚抗原测定,肿瘤标志物检测
白眉蛇毒血凝酶,白眉蛇毒血凝酶
皮肤护理,皮肤护理
益气复脉注射剂,益气复脉注射剂
真菌药敏试验,真菌药敏试验
破伤风抗毒素,破伤风抗毒素
硝苯地平,硝苯地平
硝酸异山梨酯,硝酸异山梨酯
硝酸异山梨醇酯,硝酸异山梨醇酯
硝酸甘油,硝酸甘油
硫酸镁,硫酸镁
硬膜外包,硬膜外包
碘普罗胺,碘普罗胺
碘海醇,碘海醇
碳酸氢钠,碳酸氢钠
碳酸钙,碳酸钙
磁共振扫描(MRI),磁共振扫描(MRI)
磁共振扫描(MRI)增强扫描,磁共振扫描(MRI)增强扫描
磁共振血管成象(MRA),磁共振血管成象(MRA)
神经元特异性烯醇化酶测定,肿瘤标志物检测
类风湿因子(RF)测定,自身免疫疾病检测
粪便常规,粪便检查
粪便隐血试验(OB),粪便检查
糖化血红蛋白测定,糖尿病检测
糖类抗原测定,肿瘤标志物检测
红细胞比积测定,血液一般检查
红细胞沉降率测定,血液一般检查
红花注射液,红花注射液
红花黄色素,红花黄色素
纤维蛋白(原)降解产物测定,凝血功能
纳洛酮,纳洛酮
组织多普勒显象(TDI),组织多普勒显象(TDI)
结核菌涂片检查,结核菌涂片检查
给氧,给氧
维拉帕米,维拉帕米
维生素B1,维生素B1
维生素B12,维生素B12
维生素B6,维生素B6
维生素C,维生素C
缬沙坦,缬沙坦
置胃管,置胃管
美托洛尔,美托洛尔
美洛西林,美洛西林
美洛西林舒巴坦,美洛西林舒巴坦
美罗培南（美洛培南）,美罗培南（美洛培南）
耐甲氧西林葡萄球菌检测,耐甲氧西林葡萄球菌检测
肌肉注射,肌肉注射
肌苷,肌苷
肌酐测定,肾功能
肝素,肝素
肠胃道彩色多普勒超声检查,肠胃道彩色多普勒超声检查
肾上腺素,肾上腺素
胃肠减压,胃肠减压
胞磷胆碱（胞二磷胆碱）,胞磷胆碱（胞二磷胆碱）
胰岛素,胰岛素
胰激肽原酶,胰激肽原酶
胸部、泌尿系、妇科及产科彩色多普勒超声检查,胸部、泌尿系、妇科及产科彩色多普勒超声检查
胸部彩色多普勒超声检查,胸部彩色多普勒超声检查
胺碘酮,胺碘酮
脂溶性维生素,脂溶性维生素
脂肪乳,脂肪乳
脉加压注射(动脉采血),脉加压注射(动脉采血)
脑功能成象,脑功能成象
脑室钻孔伴脑室引流术,脑室钻孔伴脑室引流术
脑心通胶囊,脑心通胶囊
脑电发生源定位,脑电发生源定位
脑电图,脑电图
脑脊液动力学检查,腰椎穿刺术
脑脊液常规检查,腰椎穿刺术
脑脊液白蛋白测定,腰椎穿刺术
脑苷肌肽,脑苷肌肽
脑蛋白水解物,脑蛋白水解物
腰椎穿刺术,腰椎穿刺术
腹部彩色多普勒超声检查,腹部彩色多普勒超声检查
腺苷脱氨酶测定,肝功能
膀胱冲洗,膀胱冲洗
膀胱残余尿量测定,膀胱残余尿量测定
膀胱灌注,膀胱灌注
膀胱造瘘术,膀胱造瘘术
舒血宁注射液,舒血宁注射液
艾司唑仑,艾司唑仑
苦碟子注射液,苦碟子注射液
苯巴比妥,苯巴比妥
苯海拉明,苯海拉明
茶碱,茶碱
莫沙比利,莫沙比利
葡萄糖,葡萄糖
葡萄糖氯化钠,葡萄糖氯化钠
葡萄糖测定,糖尿病检测
葡萄糖耐量试验,糖尿病检测
葡萄糖酸钙,葡萄糖酸钙
蔗糖铁注射液,蔗糖铁注射液
螺内酯,螺内酯
血压监测,血压监测
血同型半胱氨酸测定,心血管检测指标
血型单特异性抗体鉴定,血型单特异性抗体鉴定
血培养及鉴定,血培养及鉴定
血塞通注射液,血塞通注射液
血容量监测,血容量监测
血小板交叉配合试验,血小板交叉配合试验
血栓通注射液,血栓通注射液
血气分析,血气分析
血氧饱和度监测,血氧饱和度监测
血浆D-二聚体测定,凝血功能
血浆凝血酶原时间测定,凝血功能
血浆粘度测定,血浆粘度测定
血浆纤溶酶原活性测定,凝血功能
血浆纤维蛋白原测定,凝血功能
血液灌流,血液灌流
血液透析,血液透析
血清5′核苷酸酶测定,肝功能
血清α-L-岩藻糖苷酶测定,肝功能
血清α羟基丁酸脱氢酶测定,肝功能
血清γ-谷氨酰基转移酶测定,肝功能
血清δ-胆红素测定,肝功能
血清丙氨酸氨基转移酶测定,肝功能
血清乳酸脱氢酶同工酶电泳分析,心血管检测指标
血清乳酸脱氢酶测定,心血管检测指标
血清低密度脂蛋白胆固醇测定,血脂
血清促甲状腺激素测定,甲状腺测定
血清天门冬氨酸氨基转移酶测定,肝功能
血清尿酸测定,肾功能
血清总胆固醇测定,血脂
血清总胆汁酸测定,肝功能
血清总胆红素测定,肝功能
血清总蛋白测定,肝功能
血清果糖胺测定,糖尿病检测
血清游离三碘甲状原氨酸(FT3)测定,甲状腺测定
血清游离甲状腺素(FT4)测定,甲状腺测定
血清甘油三酯测定,血脂
血清甲状腺结合球蛋白测定,甲状腺测定
血清白蛋白测定,肝功能
血清直接胆红素测定,肝功能
血清碱性磷酸酶测定,肝功能
血清碳酸氢盐(HCO3)测定,肾功能
血清维生素测定,贫血疾病检测
血清肌红蛋白测定,心血管检测指标
血清肌酸激酶同工酶电泳分析,心血管检测指标
血清肌酸激酶测定,心血管检测指标
血清肌酸激酶－MB同工酶活性测定,心血管检测指标
血清肌酸激酶－MB同工酶质量测定,心血管检测指标
血清肌钙蛋白T测定,心血管检测指标
血清胆碱脂酶测定,肝功能
血清胱抑素(Cystatin C)测定,肾功能
血清脂肪酶测定,肝功能
血清腺苷脱氨酶测定,肝功能
血清载脂蛋白AⅠ测定,血脂
血清载脂蛋白B测定,血脂
血清载脂蛋白α测定,血脂
血清酸性磷酸酶测定,肝功能
血清间接胆红素测定,肝功能
血清高密度脂蛋白胆固醇测定,血脂
血温监测,血温监测
血糖监测,血糖监测
血红蛋白测定(Hb),血液一般检查
血细胞分析,血液一般检查
血透监测,血透监测
褥疮护理,褥疮护理
西咪替丁,西咪替丁
视黄醇结合蛋白测定,肝功能
言语能力评定,言语能力评定
赖氨匹林,赖氨匹林
超声计算机图文报告,超声计算机图文报告
转化糖电解质,转化糖电解质
辅酶A,辅酶A
辛伐他汀,辛伐他汀
还原型谷胱甘肽,还原型谷胱甘肽
通心络胶囊,通心络胶囊
造瘘护理,造瘘护理
酒精擦浴及冰袋,酒精擦浴及冰袋
酚磺乙胺,酚磺乙胺
酪酸梭菌活菌,酪酸梭菌活菌
醒脑静注射剂,醒脑静注射剂
重症监护,重症监护
重组人红细胞生成素,重组人红细胞生成素
针刺,针刺
针刺运动疗法,针刺运动疗法
钙测定,电解质检测
钠测定,电解质检测
钾测定,电解质检测
铁蛋白测定,贫血疾病检测
银杏叶,银杏叶
银杏达莫注射液,银杏达莫注射液
镁测定,电解质检测
长春西汀,长春西汀
门冬氨酸钾镁,门冬氨酸钾镁
门冬胰岛素,门冬胰岛素
阿司匹林,阿司匹林
阿奇霉素,阿奇霉素
阿莫西林舒巴坦,阿莫西林舒巴坦
降钙素测定,降钙素测定
院内会诊,院内会诊
隐血试验,隐血试验
雾化吸入(氧化雾化),雾化吸入(氧化雾化)
青霉素,青霉素
静脉切开置管术,静脉切开置管术
静脉注射,静脉注射
静脉穿刺置管术,静脉穿刺置管术
静脉输液,静脉输液
静脉输血,静脉输血
静脉采血,静脉采血
非诺贝特,非诺贝特
非那雄胺,非那雄胺
鞘内注射,鞘内注射
颅内多普勒血流图(TCD),颅内多普勒血流图(TCD)
颅内蛛网膜囊肿分流术,颅内蛛网膜囊肿分流术
颅内血肿清除术,颅内血肿清除术
颈部血管彩色多普勒超声,颈部血管彩色多普勒超声
骨化三醇,骨化三醇
骨髓巨核细胞计数,骨髓巨核细胞计数
骨髓有核细胞计数,骨髓有核细胞计数
骨髓涂片细胞学检验,血液一般检查
骨髓穿刺术,骨髓穿刺术
骨髓细胞彩色图象分析,骨髓细胞彩色图象分析
鼻饲管注药,鼻饲管注药
鼻饲管注食,鼻饲管注食
鼻饲管置管,鼻饲管置管
